year	bottom_CI	top_CI	mean	name_origin	label	corpus
2005	0.0176407697790449	0.0238774055595153	0.0206903064861012	ArabTurkPers	NA	quote
2012	0.0292154827228237	0.0361856740323298	0.0325546492659054	ArabTurkPers	NA	quote
2014	0.0158908207141522	0.022247148999813	0.0191357263039821	ArabTurkPers	NA	quote
2013	0.0226517903476907	0.0294066770454939	0.0257718387822176	ArabTurkPers	NA	quote
2017	0.0249169435215947	0.0336971998101566	0.0292095396298054	ArabTurkPers	NA	quote
2006	0.0162573503977862	0.0221376686267727	0.0190852646143203	ArabTurkPers	NA	quote
2016	0.0215904232578025	0.0290722530996152	0.0251716545532279	ArabTurkPers	NA	quote
2018	0.0203176085941149	0.0282578234469874	0.0240189163942083	ArabTurkPers	NA	quote
2008	0.0185392360556177	0.0244526130733578	0.0214457407703372	ArabTurkPers	NA	quote
2015	0.0186175480293127	0.025153495741731	0.021870073281838	ArabTurkPers	NA	quote
2009	0.429048425808273	0.448962304108429	0.439213186502894	CelticEnglish	NA	quote
2011	0.425623652602402	0.444718201416692	0.435061749307053	CelticEnglish	NA	quote
2020	0.387803590285111	0.4139651531151	0.400769007391763	CelticEnglish	CelticEnglish	quote
2007	0.474448897795591	0.496334335337341	0.485066800267201	CelticEnglish	NA	quote
2010	0.47091369843728	0.490356187526397	0.480365760946079	CelticEnglish	NA	quote
2019	0.369565217391304	0.394641943734015	0.382256265984655	CelticEnglish	NA	quote
2005	0.491972558802566	0.513720598717035	0.502692088382038	CelticEnglish	NA	quote
2012	0.420428592614563	0.44001186415542	0.429837905976568	CelticEnglish	NA	quote
2014	0.428855860908581	0.451112357449991	0.439808749298934	CelticEnglish	NA	quote
2013	0.432961425358934	0.454073689673067	0.443167618059159	CelticEnglish	NA	quote
2017	0.412434741338396	0.438063597532036	0.424966777408638	CelticEnglish	NA	quote
2006	0.489277066758907	0.511068834313386	0.500186959529575	CelticEnglish	NA	quote
2016	0.408721675929885	0.432674219752031	0.420956177853784	CelticEnglish	NA	quote
2018	0.395831387202242	0.421298458664176	0.408311303129379	CelticEnglish	NA	quote
2008	0.462034521336104	0.484417452453252	0.472868946779607	CelticEnglish	NA	quote
2015	0.4349376114082	0.457130124777184	0.445709843533373	CelticEnglish	NA	quote
2009	0.0268247917549061	0.0334674572921079	0.0301942679655513	Hispanic	NA	quote
2011	0.0340314136125654	0.0420388050508161	0.0379987680936249	Hispanic	NA	quote
2020	0.049617212249208	0.0620380147835269	0.0556929778247096	Hispanic	Hispanic	quote
2007	0.0349031396125584	0.043253173012692	0.0389632598530394	Hispanic	NA	quote
2010	0.0312543995494861	0.0385752498944108	0.034906096015768	Hispanic	NA	quote
2019	0.0521739130434783	0.0644501278772378	0.0582107416879795	Hispanic	NA	quote
2005	0.0215609408410549	0.0285103349964362	0.0248950463292944	Hispanic	NA	quote
2012	0.0348509565475308	0.0425700726679519	0.038747738395373	Hispanic	NA	quote
2014	0.0317816414283044	0.0401944288652085	0.0359317629463451	Hispanic	NA	quote
2013	0.0292336965922851	0.0375367583463069	0.0332080954852102	Hispanic	NA	quote
2017	0.0443758898908401	0.0550545799715235	0.0495268153773137	Hispanic	NA	quote
2006	0.024558976132826	0.0314769975786925	0.0279946385333795	Hispanic	NA	quote
2016	0.0378366823428816	0.0480974775545105	0.0430239418554938	Hispanic	NA	quote
2018	0.0441382531527324	0.0555815039701074	0.0498201774871555	Hispanic	NA	quote
2008	0.0270097490810292	0.0343615151030845	0.030817004954451	Hispanic	NA	quote
2015	0.0291146761734997	0.037037037037037	0.0328641315111903	Hispanic	NA	quote
2009	0.0279542566709022	0.0345898630523789	0.0313869829168431	Nordic	NA	quote
2011	0.0384970742223591	0.0469741299661226	0.042621188789652	Nordic	NA	quote
2020	0.0295670538542767	0.0390707497360085	0.0342798310454066	Nordic	Nordic	quote
2007	0.0302271209084836	0.0382431529726119	0.0341063794255177	Nordic	NA	quote
2010	0.028297902294805	0.0353371814726172	0.0317066028438688	Nordic	NA	quote
2019	0.0245524296675192	0.0335038363171355	0.0288795396419437	Nordic	NA	quote
2005	0.026015680684248	0.0334996436208125	0.0297797576621525	Nordic	NA	quote
2012	0.0259528399822038	0.0327747293489545	0.0293210737060655	Nordic	NA	quote
2014	0.0351374088614694	0.0437558422134978	0.0396496541409609	Nordic	NA	quote
2013	0.035452343885141	0.0437640546618232	0.039563397336101	Nordic	NA	quote
2017	0.0275272899857617	0.0365567157095396	0.0319658281917418	Nordic	NA	quote
2006	0.0276720857834659	0.0352819093739191	0.0313780698720166	Nordic	NA	quote
2016	0.0384779820436084	0.0483112441214194	0.0434142796066695	Nordic	NA	quote
2018	0.0210182157870154	0.0289701074264362	0.0249600653900047	Nordic	NA	quote
2008	0.0362793671088381	0.0445900591337702	0.0402838420968515	Nordic	NA	quote
2015	0.0305010893246187	0.0396118043176867	0.0347975836799366	Nordic	NA	quote
2009	0.0246999858816886	0.0306367358463928	0.0275432726245941	African	NA	quote
2011	0.0244764397905759	0.0309516476747767	0.0276718509393286	African	NA	quote
2020	0.0171594508975713	0.0245512143611404	0.020779303062302	African	African	quote
2007	0.00967768871075485	0.0141950567802271	0.0118268203072812	African	NA	quote
2010	0.0168942700267493	0.0223849077854428	0.0195490637758693	African	NA	quote
2019	0.0194373401534527	0.0273657289002558	0.0233690537084399	African	NA	quote
2005	0.0160370634354954	0.0217391304347826	0.0188633285816108	African	NA	quote
2012	0.0188343467299422	0.0246181224974047	0.0216630579860596	African	NA	quote
2014	0.0177509814918676	0.0237427556552627	0.0205477659375584	African	NA	quote
2013	0.0150492994291645	0.0205933229545061	0.0178600588133541	African	NA	quote
2017	0.0130517323208353	0.0192216421452302	0.0161691979117228	African	NA	quote
2006	0.013317191283293	0.0188516084399862	0.0160702179176755	African	NA	quote
2016	0.0226592560923472	0.0299380076955964	0.0263101752885849	African	NA	quote
2018	0.0228748248482018	0.0308267164876226	0.0266445586174685	African	NA	quote
2008	0.0169410260508231	0.0223749400671248	0.0196175483458526	African	NA	quote
2015	0.0235690235690236	0.0316894434541493	0.0275317884729649	African	NA	quote
2009	0.0118593816179585	0.0165184243964422	0.0141250882394466	Hebrew	NA	quote
2011	0.0197105020018479	0.0257160455805359	0.0224829072990453	Hebrew	NA	quote
2020	0.0155755015839493	0.0229672650475185	0.0191937697993664	Hebrew	Hebrew	quote
2007	0.00868403473613895	0.0131930527722111	0.010875751503006	Hebrew	NA	quote
2010	0.0130930592707307	0.0180205546951992	0.0154721948472476	Hebrew	NA	quote
2019	0.0127877237851662	0.019693094629156	0.0162199488491049	Hebrew	NA	quote
2005	0.0126425516749822	0.0181753385602281	0.015232359230221	Hebrew	NA	quote
2012	0.0155717039893223	0.0210588758712739	0.0182633842503337	Hebrew	NA	quote
2014	0.0115909515797345	0.0170125257057394	0.0143481024490559	Hebrew	NA	quote
2013	0.0143573776163294	0.019901401141671	0.0170885659920429	Hebrew	NA	quote
2017	0.0121025154247746	0.0185097294731846	0.0151796392975795	Hebrew	NA	quote
2006	0.0140089934278796	0.0195434105845728	0.016676928398478	Hebrew	NA	quote
2016	0.0138948268490808	0.019880290722531	0.0168086789226165	Hebrew	NA	quote
2018	0.0207730032695002	0.0284913591779542	0.0245221858944418	Hebrew	NA	quote
2008	0.0139044270417133	0.0190266901070801	0.0163985935751958	Hebrew	NA	quote
2015	0.0184194890077243	0.025153495741731	0.0218896811249752	Hebrew	NA	quote
2009	0.0048002258929832	0.00790625441197233	0.00634603981363829	Greek	NA	quote
2011	0.00554357868801971	0.00908530951647675	0.00719864490298737	Greek	NA	quote
2020	0.00105596620908131	0.00369588173178458	0.00236457233368532	Greek	Greek	quote
2007	0.00434201736806947	0.00751503006012024	0.00588360053440214	Greek	NA	quote
2010	0.00549063775869351	0.00872870618048712	0.00708264113754751	Greek	NA	quote
2019	0.00332480818414322	0.00690537084398977	0.00507826086956522	Greek	NA	quote
2005	0.00285103349964362	0.00552387740555952	0.00414148253741981	Greek	NA	quote
2012	0.00578377576746255	0.00919472045083791	0.00743823224084236	Greek	NA	quote
2014	0.00186016077771547	0.00411291830248645	0.00285941297438774	Greek	NA	quote
2013	0.00501643314305484	0.00864902266043937	0.00675436775644352	Greek	NA	quote
2017	0.00094921689606075	0.00332225913621262	0.00212221167536782	Greek	NA	quote
2006	0.00415081286751989	0.00743687305430647	0.00567762020062262	Greek	NA	quote
2016	0.00491663103890552	0.00897819581017529	0.0068563488670372	Greek	NA	quote
2018	0.00513778608127043	0.00934142923867352	0.00723657169546941	Greek	NA	quote
2008	0.0055937350167812	0.00894997602684993	0.00720121463960364	Greek	NA	quote
2015	0.00554565260447613	0.00970489205783323	0.0075359477124183	Greek	NA	quote
2012	0.316526610644258	0.397759103641457	0.358187675070028	European	NA	citation_journalist_first
2014	0.286245353159851	0.379182156133829	0.332256505576208	European	NA	citation_journalist_first
2019	0.288888888888889	0.381481481481481	0.33362962962963	European	NA	citation_journalist_first
2008	0.256944444444444	0.388888888888889	0.319486111111111	European	NA	citation_journalist_first
2017	0.286274509803922	0.384313725490196	0.336874509803922	European	NA	citation_journalist_first
2010	0.266457680250784	0.347962382445141	0.307347962382445	European	NA	citation_journalist_first
2020	0.254807692307692	0.355769230769231	0.303120192307692	European	European	citation_journalist_first
2018	0.246323529411765	0.341911764705882	0.296091911764706	European	NA	citation_journalist_first
2011	0.252788104089219	0.342007434944238	0.294156133828996	European	NA	citation_journalist_first
2013	0.232142857142857	0.308673469387755	0.270244897959184	European	NA	citation_journalist_first
2016	0.285714285714286	0.37593984962406	0.332259398496241	European	NA	citation_journalist_first
2005	0.245810055865922	0.363128491620112	0.303642458100559	European	NA	citation_journalist_first
2015	0.256172839506173	0.339506172839506	0.298052469135802	European	NA	citation_journalist_first
2006	0.285714285714286	0.396825396825397	0.340846560846561	European	NA	citation_journalist_first
2007	0.292397660818713	0.409356725146199	0.351678362573099	European	NA	citation_journalist_first
2009	0.267399267399267	0.362637362637363	0.315249084249084	European	NA	citation_journalist_first
2012	0.148459383753501	0.218487394957983	0.18272268907563	EastAsian	NA	citation_journalist_first
2014	0.159851301115242	0.234200743494424	0.195977695167286	EastAsian	NA	citation_journalist_first
2019	0.203703703703704	0.288888888888889	0.247125925925926	EastAsian	NA	citation_journalist_first
2008	0.0833333333333333	0.173611111111111	0.125763888888889	EastAsian	NA	citation_journalist_first
2017	0.215686274509804	0.302156862745098	0.259752941176471	EastAsian	NA	citation_journalist_first
2010	0.134796238244514	0.203761755485893	0.169244514106583	EastAsian	NA	citation_journalist_first
2020	0.240384615384615	0.336538461538462	0.288432692307692	EastAsian	EastAsian	citation_journalist_first
2018	0.176470588235294	0.257352941176471	0.217834558823529	EastAsian	NA	citation_journalist_first
2011	0.178252788104089	0.260223048327138	0.218695167286245	EastAsian	NA	citation_journalist_first
2013	0.211734693877551	0.283163265306122	0.247280612244898	EastAsian	NA	citation_journalist_first
2016	0.154135338345865	0.236842105263158	0.193921052631579	EastAsian	NA	citation_journalist_first
2005	0.106145251396648	0.195530726256983	0.150346368715084	EastAsian	NA	citation_journalist_first
2015	0.182098765432099	0.262345679012346	0.222722222222222	EastAsian	NA	citation_journalist_first
2006	0.0791005291005293	0.148148148148148	0.111201058201058	EastAsian	NA	citation_journalist_first
2007	0.0994152046783626	0.181286549707602	0.139157894736842	EastAsian	NA	citation_journalist_first
2009	0.183150183150183	0.271062271062271	0.227945054945055	EastAsian	NA	citation_journalist_first
2012	0.0252100840336134	0.0588235294117647	0.0396778711484594	SouthAsian	NA	citation_journalist_first
2014	0.0260223048327138	0.0669144981412639	0.0442639405204461	SouthAsian	NA	citation_journalist_first
2019	0.0257407407407409	0.0666666666666667	0.0448518518518519	SouthAsian	NA	citation_journalist_first
2008	0.0138888888888889	0.0625	0.0351180555555556	SouthAsian	NA	citation_journalist_first
2017	0.0156862745098039	0.0549019607843137	0.0347686274509804	SouthAsian	NA	citation_journalist_first
2010	0.00940438871473354	0.0407523510971787	0.0252633228840125	SouthAsian	NA	citation_journalist_first
2020	0.0144230769230769	0.0576923076923077	0.0337644230769231	SouthAsian	SouthAsian	citation_journalist_first
2018	0.00735294117647059	0.0330882352941176	0.0185	SouthAsian	NA	citation_journalist_first
2011	0.0297397769516729	0.0706319702602231	0.0477360594795539	SouthAsian	NA	citation_journalist_first
2013	0.0178571428571429	0.048469387755102	0.032969387755102	SouthAsian	NA	citation_journalist_first
2016	0.0413533834586466	0.0977443609022556	0.0681954887218045	SouthAsian	NA	citation_journalist_first
2005	0	0	0	SouthAsian	NA	citation_journalist_first
2015	0.0246913580246914	0.0617283950617284	0.0427932098765432	SouthAsian	NA	citation_journalist_first
2006	0.0158730158730159	0.0634920634920635	0.037015873015873	SouthAsian	NA	citation_journalist_first
2007	0.0116959064327485	0.0584795321637427	0.0348011695906433	SouthAsian	NA	citation_journalist_first
2009	0.0183150183150183	0.0512820512820513	0.0333150183150183	SouthAsian	NA	citation_journalist_first
2012	0.0112044817927171	0.0392156862745098	0.0251176470588235	ArabTurkPers	NA	citation_journalist_first
2014	0.00743494423791822	0.0371747211895911	0.0218550185873606	ArabTurkPers	NA	citation_journalist_first
2019	0.0259259259259259	0.0666666666666667	0.0451740740740741	ArabTurkPers	NA	citation_journalist_first
2008	0.0138888888888889	0.0694444444444444	0.0419861111111111	ArabTurkPers	NA	citation_journalist_first
2017	0.00392156862745098	0.0276470588235292	0.0154313725490196	ArabTurkPers	NA	citation_journalist_first
2010	0.0156739811912226	0.0501567398119122	0.0315423197492163	ArabTurkPers	NA	citation_journalist_first
2020	0.00961538461538462	0.0432692307692308	0.0235865384615385	ArabTurkPers	ArabTurkPers	citation_journalist_first
2018	0.00735294117647059	0.0330882352941176	0.0184632352941176	ArabTurkPers	NA	citation_journalist_first
2011	0.00371747211895911	0.0297397769516729	0.0144498141263941	ArabTurkPers	NA	citation_journalist_first
2013	0.0153061224489796	0.0433673469387755	0.0282831632653061	ArabTurkPers	NA	citation_journalist_first
2016	0.0150375939849624	0.0488721804511278	0.0299210526315789	ArabTurkPers	NA	citation_journalist_first
2005	0.00558659217877095	0.0391061452513966	0.0213854748603352	ArabTurkPers	NA	citation_journalist_first
2015	0.0216049382716049	0.0555555555555556	0.0369845679012346	ArabTurkPers	NA	citation_journalist_first
2006	0.0105820105820106	0.0529100529100529	0.0311587301587302	ArabTurkPers	NA	citation_journalist_first
2007	0	0.0292397660818713	0.011859649122807	ArabTurkPers	NA	citation_journalist_first
2009	0.021978021978022	0.0622710622710623	0.0402930402930403	ArabTurkPers	NA	citation_journalist_first
2012	0.221288515406162	0.294117647058824	0.260249299719888	CelticEnglish	NA	citation_journalist_first
2014	0.226765799256506	0.315985130111524	0.271338289962825	CelticEnglish	NA	citation_journalist_first
2019	0.159259259259259	0.233333333333333	0.196774074074074	CelticEnglish	NA	citation_journalist_first
2008	0.263888888888889	0.388888888888889	0.326256944444444	CelticEnglish	NA	citation_journalist_first
2017	0.152941176470588	0.231372549019608	0.192674509803922	CelticEnglish	NA	citation_journalist_first
2010	0.282131661442006	0.373040752351097	0.326407523510972	CelticEnglish	NA	citation_journalist_first
2020	0.1875	0.278846153846154	0.235524038461538	CelticEnglish	CelticEnglish	citation_journalist_first
2018	0.202205882352941	0.286764705882353	0.244191176470588	CelticEnglish	NA	citation_journalist_first
2011	0.245353159851301	0.330855018587361	0.286702602230483	CelticEnglish	NA	citation_journalist_first
2013	0.247448979591837	0.318877551020408	0.283211734693878	CelticEnglish	NA	citation_journalist_first
2016	0.214285714285714	0.30093984962406	0.259105263157895	CelticEnglish	NA	citation_journalist_first
2005	0.335195530726257	0.458100558659218	0.396111731843575	CelticEnglish	NA	citation_journalist_first
2015	0.240740740740741	0.324228395061728	0.284320987654321	CelticEnglish	NA	citation_journalist_first
2006	0.248677248677249	0.354497354497354	0.302190476190476	CelticEnglish	NA	citation_journalist_first
2007	0.251461988304094	0.368713450292397	0.310450292397661	CelticEnglish	NA	citation_journalist_first
2009	0.241758241758242	0.333333333333333	0.288410256410256	CelticEnglish	NA	citation_journalist_first
2012	0.0224089635854342	0.0560224089635854	0.0391540616246499	Hispanic	NA	citation_journalist_first
2014	0.033457249070632	0.0780669144981413	0.0565985130111524	Hispanic	NA	citation_journalist_first
2019	0.0259259259259259	0.062962962962963	0.0438259259259259	Hispanic	NA	citation_journalist_first
2008	0.0277777777777778	0.0972222222222222	0.0622847222222222	Hispanic	NA	citation_journalist_first
2017	0.0392156862745098	0.0901960784313725	0.0632509803921569	Hispanic	NA	citation_journalist_first
2010	0.0282131661442006	0.0658307210031348	0.0465172413793103	Hispanic	NA	citation_journalist_first
2020	0.0240384615384615	0.0673076923076923	0.0429711538461538	Hispanic	Hispanic	citation_journalist_first
2018	0.0551470588235294	0.110294117647059	0.0807720588235294	Hispanic	NA	citation_journalist_first
2011	0.0260223048327138	0.0669144981412639	0.0444052044609665	Hispanic	NA	citation_journalist_first
2013	0.0331632653061225	0.0688775510204082	0.0508137755102041	Hispanic	NA	citation_journalist_first
2016	0.0225563909774436	0.0601503759398496	0.0412406015037594	Hispanic	NA	citation_journalist_first
2005	0.0167597765363128	0.0670391061452514	0.0394301675977654	Hispanic	NA	citation_journalist_first
2015	0.0246913580246914	0.0617283950617284	0.043391975308642	Hispanic	NA	citation_journalist_first
2006	0.0423280423280423	0.105820105820106	0.0693650793650794	Hispanic	NA	citation_journalist_first
2007	0.0350877192982456	0.0935672514619883	0.0590701754385965	Hispanic	NA	citation_journalist_first
2009	0.010989010989011	0.043956043956044	0.0259084249084249	Hispanic	NA	citation_journalist_first
2012	0.0280112044817927	0.061624649859944	0.0444761904761905	Nordic	NA	citation_journalist_first
2014	0.0297397769516729	0.0743494423791822	0.0515836431226766	Nordic	NA	citation_journalist_first
2019	0.0148148148148148	0.0518518518518519	0.0333111111111111	Nordic	NA	citation_journalist_first
2008	0.0208333333333333	0.0763888888888889	0.0476666666666667	Nordic	NA	citation_journalist_first
2017	0.0196078431372549	0.0549019607843137	0.0357254901960784	Nordic	NA	citation_journalist_first
2010	0.0438871473354232	0.0879310344827585	0.0656833855799373	Nordic	NA	citation_journalist_first
2020	0	0.0288461538461538	0.0146442307692308	Nordic	Nordic	citation_journalist_first
2018	0.0365808823529413	0.0808823529411765	0.0578970588235294	Nordic	NA	citation_journalist_first
2011	0.0408921933085502	0.0855018587360595	0.0600706319702602	Nordic	NA	citation_journalist_first
2013	0.0178571428571429	0.048469387755102	0.0331530612244898	Nordic	NA	citation_journalist_first
2016	0.018796992481203	0.056390977443609	0.037296992481203	Nordic	NA	citation_journalist_first
2005	0.0223463687150838	0.0726256983240224	0.0441284916201117	Nordic	NA	citation_journalist_first
2015	0.0185185185185185	0.0524691358024691	0.0344598765432099	Nordic	NA	citation_journalist_first
2006	0.0264550264550265	0.0740740740740741	0.0478095238095238	Nordic	NA	citation_journalist_first
2007	0.0350877192982456	0.0935672514619883	0.0643333333333333	Nordic	NA	citation_journalist_first
2009	0.0256410256410256	0.0695970695970696	0.0474249084249084	Nordic	NA	citation_journalist_first
2012	0.00280112044817927	0.0224089635854342	0.0115518207282913	African	NA	citation_journalist_first
2014	0.00353159851301132	0.0223048327137546	0.0112490706319703	African	NA	citation_journalist_first
2019	0.0037037037037037	0.0259259259259259	0.014562962962963	African	NA	citation_journalist_first
2008	0.00659722222222254	0.0416666666666667	0.0207777777777778	African	NA	citation_journalist_first
2017	0	0.0235294117647059	0.0115647058823529	African	NA	citation_journalist_first
2010	0	0.0125391849529781	0.00621316614420063	African	NA	citation_journalist_first
2020	0.00961538461538462	0.0432692307692308	0.0246009615384615	African	African	citation_journalist_first
2018	0.00735294117647059	0.0367647058823529	0.0219926470588235	African	NA	citation_journalist_first
2011	0.00371747211895911	0.0223048327137546	0.0111449814126394	African	NA	citation_journalist_first
2013	0.0178571428571429	0.0459183673469388	0.0309923469387755	African	NA	citation_journalist_first
2016	0.0037593984962406	0.0263157894736842	0.0153496240601504	African	NA	citation_journalist_first
2005	0	0.0167597765363128	0.0054413407821229	African	NA	citation_journalist_first
2015	0.00617283950617284	0.0277777777777778	0.0154783950617284	African	NA	citation_journalist_first
2006	0.00529100529100529	0.0317460317460317	0.0160687830687831	African	NA	citation_journalist_first
2007	0	0	0	African	NA	citation_journalist_first
2009	0.00732600732600733	0.032967032967033	0.0181868131868132	African	NA	citation_journalist_first
2012	0.00840336134453781	0.0364145658263305	0.0222156862745098	Hebrew	NA	citation_journalist_first
2014	0.00371747211895911	0.0297397769516729	0.0148773234200743	Hebrew	NA	citation_journalist_first
2019	0.0148148148148148	0.0518518518518519	0.0332703703703704	Hebrew	NA	citation_journalist_first
2008	0	0.0347222222222222	0.0139722222222222	Hebrew	NA	citation_journalist_first
2017	0.0272549019607845	0.0705882352941176	0.0461450980392157	Hebrew	NA	citation_journalist_first
2010	0.00626959247648903	0.0313479623824451	0.0186896551724138	Hebrew	NA	citation_journalist_first
2020	0.00480769230769231	0.0336538461538462	0.0189134615384615	Hebrew	Hebrew	citation_journalist_first
2018	0.0257352941176471	0.0661764705882353	0.0442573529411765	Hebrew	NA	citation_journalist_first
2011	0.00371747211895911	0.0223048327137546	0.011635687732342	Hebrew	NA	citation_journalist_first
2013	0.0076530612244898	0.0280612244897959	0.0180765306122449	Hebrew	NA	citation_journalist_first
2016	0.0037593984962406	0.0300751879699248	0.0150563909774436	Hebrew	NA	citation_journalist_first
2005	0	0.0226256983240221	0.0109944134078212	Hebrew	NA	citation_journalist_first
2015	0.00617283950617284	0.0308641975308642	0.0185432098765432	Hebrew	NA	citation_journalist_first
2006	0.0158730158730159	0.0634920634920635	0.0382010582010582	Hebrew	NA	citation_journalist_first
2007	0.00555555555555582	0.0350877192982456	0.0173918128654971	Hebrew	NA	citation_journalist_first
2009	0	0.010989010989011	0.00331501831501832	Hebrew	NA	citation_journalist_first
2012	0.00560224089635854	0.0280112044817927	0.0166470588235294	Greek	NA	citation_journalist_first
2014	0	0	0	Greek	NA	citation_journalist_first
2019	0	0.0148148148148148	0.00737407407407407	Greek	NA	citation_journalist_first
2008	0	0.0208333333333333	0.00686805555555556	Greek	NA	citation_journalist_first
2017	0	0.0117647058823529	0.00399607843137255	Greek	NA	citation_journalist_first
2010	0	0.00940438871473354	0.00322570532915361	Greek	NA	citation_journalist_first
2020	0	0.0288461538461538	0.0143365384615385	Greek	Greek	citation_journalist_first
2018	0	0	0	Greek	NA	citation_journalist_first
2011	0	0.0223048327137546	0.0108921933085502	Greek	NA	citation_journalist_first
2013	0	0.0127551020408163	0.00524744897959184	Greek	NA	citation_journalist_first
2016	0	0.0150375939849624	0.00744360902255639	Greek	NA	citation_journalist_first
2005	0.0111731843575419	0.0502793296089385	0.0281620111731844	Greek	NA	citation_journalist_first
2015	0	0.00925925925925926	0.00319753086419753	Greek	NA	citation_journalist_first
2006	0	0.0158730158730159	0.0052010582010582	Greek	NA	citation_journalist_first
2007	0	0.0292397660818713	0.0119649122807018	Greek	NA	citation_journalist_first
2009	0	0	0	Greek	NA	citation_journalist_first
2016	0.289402173913043	0.346467391304348	0.31726902173913	European	NA	citation_scientist_first
2020	0.294045911047346	0.347202295552367	0.320024390243902	European	European	citation_scientist_first
2008	0.329698581560284	0.395390070921986	0.360007092198582	European	NA	citation_scientist_first
2012	0.298219584569733	0.357566765578635	0.327949554896142	European	NA	citation_scientist_first
