author	doi	year	author_pos	file_id	guessed_gender	gender
alan	doi:10.1038/35055536	2019	first	d41586-019-02540-5	MALE	MALE
alan	doi:10.1038/nature03445	2014	last	resurrected-cancer-drug-faces-regulators-1.15452	MALE	MALE
alan	doi:10.1186/1750-1172-6-70	2018	first	d41586-018-05255-1	MALE	MALE
alan	doi:10.1038/ncomms13158	2016	last	mysterious-origin-of-european-bison-revealed-using-dna-and-cave-art-1.20822	MALE	MALE
alan	doi:10.1038/nclimate1731	2019	last	d41586-019-02337-6	MALE	MALE
alan	doi:10.1038/nnano.2010.81	2010	last	news.2010.244.html	MALE	MALE
alan	doi:10.1007/s00254-004-1083-3	2019	first	d41586-019-00842-2	MALE	MALE
alan	doi:10.1007/BF00379697	2019	last	d41586-019-02008-6	MALE	MALE
alan	doi:10.1038/ng.574	2015	last	mammoth-genomes-provide-recipe-for-creating-arctic-elephants-1.17462	MALE	MALE
alan	doi:10.1038/12845	2019	last	d41586-019-00145-6	MALE	MALE
alan	doi:10.1038/nature03104	2007	last	450475a.html	MALE	MALE
alan	doi:10.1038/nature03445	2010	last	463422a.html	MALE	MALE
alan	doi:10.1038/nature03445	2018	last	d41586-018-05501-6	MALE	MALE
alán	doi:10.1038/srep00571	2012	last	simulation-quantum-leaps-1.11806	MALE	MALE
alán	doi:10.1038/srep00571	2013	last	computing-the-quantum-company-1.13212	MALE	MALE
alasdair	doi:10.1038/308032a0	2015	last	the-revolution-will-not-be-crystallized-a-new-method-sweeps-through-structural-biology-1.18335	MALE	MALE
alassane	doi:10.1186/s12936-017-1974-x	2017	last	resurrected-malaria-strategy-saves-thousands-of-lives-in-africa-1.22982	MALE	MALE
alassane	doi:10.1186/1475-2875-7-123	2013	first	malaria-a-race-against-resistance-1.14155	MALE	MALE
albert	doi:10.1038/ng.133	2008	first	news.2008.712.html	MALE	MALE
albert	doi:10.1038/ncomms1701	2014	last	human-evolution-the-neanderthal-in-the-family-1.14932	MALE	MALE
albert	doi:10.1038/nnano.2009.450	2010	first	464158a.html	MALE	MALE
albert	doi:10.1038/s41577-018-0013-7	2019	last	d41586-019-00235-5	MALE	MALE
albert	doi:10.1038/ncomms6613	2014	last	stem-cells-the-black-box-of-reprogramming-1.16525	MALE	MALE
albert	doi:10.1038/nature04416	2006	first	060313-9.html	MALE	MALE
albert	doi:10.1038/ncomms1701	2012	last	ancient-swedish-farmer-came-from-the-mediterranean-1.10541	MALE	MALE
albert	doi:10.1038/natrevmats.2017.31	2018	first	d41586-018-07561-0	MALE	MALE
albert	doi:10.1038/ng.133	2008	first	news.2008.1043.html	MALE	MALE
albert	doi:10.1038/nature11954	2013	last	nitrogen-pollution-soars-in-china-1.12470	MALE	MALE
albert	doi:10.1038/srep28288	2019	first	d41586-019-00145-6	MALE	MALE
albert	doi:10.1038/s41586-018-0643-8	2018	last	d41586-018-07169-4	MALE	MALE
albert	doi:10.1038/natrevmats.2017.31	2019	first	d41586-019-01139-0	MALE	MALE
albert	doi:10.1038/ncomms1701	2012	last	iceman-s-dna-reveals-health-risks-and-relations-1.10130	MALE	MALE
albert	doi:10.1038/425915a	2020	last	d41586-020-00984-8	MALE	MALE
albert	doi:10.1038/nature16989	2016	first	the-new-breed-of-cutting-edge-catalysts-1.20538	MALE	MALE
albertlászló	doi:10.1038/nature06958	2009	last	458959a.html	MALE	MALE
albertlászló	doi:10.1038/nphys1760	2020	last	d41586-020-03197-1	MALE	MALE
albertlászló	doi:10.1038/nature06958	2020	last	d41586-020-03197-1	MALE	MALE
albertlászló	doi:10.1038/nature06958	2020	last	d41586-020-01747-1	MALE	MALE
albertlászló	doi:10.1038/nbt.2601	2015	last	rule-rewrite-aims-to-clean-up-scientific-software-1.17323	MALE	MALE
albertlászló	doi:10.1038/srep00196	2011	last	mining-molecular-gastronomy-1.9658	MALE	MALE
albertlászló	doi:10.1038/43601	2018	last	d41586-018-05444-y	MALE	MALE
albertlászló	doi:10.1038/nphys3494	2016	last	majority-of-mathematicians-hail-from-just-24-scientific-families-1.20491	MALE	MALE
alberto	doi:10.1038/ncomms5213	2019	first	d41586-019-02936-3	MALE	MALE
alberto	doi:10.1038/nature23453	2018	last	d41586-018-04157-6	MALE	MALE
alberto	doi:10.1038/ncomms9305	2016	last	cancer-therapy-an-evolved-approach-1.19746	MALE	MALE
alberto	doi:10.1038/s41566-018-0325-y	2019	first	d41586-019-00704-x	MALE	MALE
alberto	doi:10.1038/nature15758	2019	first	d41586-019-01967-0	MALE	MALE
alberto	doi:10.1038/nature12989	2018	first	d41586-018-04289-9	MALE	MALE
alberto	doi:10.1038/nature01073	2017	first	d41586-017-08670-y	MALE	MALE
alberto	doi:10.1038/nmat2205	2008	last	news.2008.890.html	MALE	MALE
alberto	doi:10.1038/ngeo2144	NA	first	NA	MALE	MALE
alberto	doi:10.1038/nsmb.2711	2013	first	rift-widens-over-structure-of-hiv-s-molecular-anchor-1.14071	MALE	MALE
alberto	doi:10.1038/nature07047	2019	first	d41586-019-00963-8	MALE	MALE
alberto	doi:10.1186/s13063-017-1872-0	2019	first	d41586-019-02041-5	MALE	MALE
alberto	doi:10.1038/nature12351	2013	first	stellar-winds-in-galactic-nurseries-stifle-star-birth-1.13442	MALE	MALE
alberto	doi:10.1038/nature07047	2010	first	news.2010.391.html	MALE	MALE
alberto	doi:10.1038/nmat4139	2019	first	d41586-019-03494-4	MALE	MALE
alcino	doi:10.1038/nn.2405	2018	last	d41586-018-00107-4	MALE	MALE
alcino	doi:10.1038/nature17955	2018	last	d41586-018-00107-4	MALE	MALE
alec	doi:10.1038/s41586-020-2229-5	2020	last	d41586-020-01103-3	MALE	MALE
alec	doi:10.1038/35011135	2012	last	cancer-drugs-affect-mouse-genomes-for-generations-1.9930	MALE	MALE
aleem	doi:10.1038/nature02317	2006	last	060522-20.html	MALE	MALE
aleem	doi:10.1038/nature02317	2012	last	drug-pollution-law-all-washed-up-1.11854	MALE	MALE
alejandro	doi:10.1038/nature15515	2015	first	failed-replications-put-stap-stem-cell-claims-to-rest-1.18412	MALE	MALE
alejandro	doi:10.1038/nature10660	2011	first	gene-therapy-can-protect-against-hiv-1.9516	MALE	MALE
alejandro	doi:10.1038/ngeo854	2010	first	news.2010.201.html	MALE	MALE
alejandro	doi:10.1038/nature15513	2015	first	failed-replications-put-stap-stem-cell-claims-to-rest-1.18412	MALE	MALE
alejandro	doi:10.1007/s00159-019-0118-4	2020	first	d41586-020-01169-z	MALE	MALE
alejandro	doi:10.1038/srep00571	2013	first	computing-the-quantum-company-1.13212	MALE	MALE
alejandro	doi:10.1038/s41586-019-1478-7	2019	last	d41586-019-02376-z	MALE	MALE
alejandro	doi:10.1038/nature09199	2010	first	news.2010.353.html	MALE	MALE
alejandro	doi:10.1038/srep00571	2012	first	simulation-quantum-leaps-1.11806	MALE	MALE
alejandro	doi:10.1038/ngeo854	2010	last	news.2010.201.html	MALE	MALE
aleksandar	doi:10.1038/s41591-019-0485-4	2020	last	d41586-020-03315-z	MALE	MALE
alena	doi:10.1038/s41586-018-0755-1	2018	first	d41586-018-07625-1	FEMALE	FEMALE
aleš	doi:10.1186/s12934-015-0376-4	2018	first	d41586-017-08911-0	MALE	MALE
alessandra	doi:10.1038/nature14333	2014	first	quantum-method-closes-in-on-gravitational-constant-1.15427	FEMALE	FEMALE
alessandra	doi:10.1038/nature14333	2015	first	puzzle-of-moon-s-origin-resolved-1.17279	FEMALE	FEMALE
alessandro	doi:10.1038/s41577-020-0389-z	2020	first	d41586-020-02400-7	MALE	MALE
alessandro	doi:10.1038/nature25762	2018	first	d41586-018-01694-y	MALE	MALE
alessandro	doi:10.1038/nsmb.3163	2018	last	d41586-018-05501-6	MALE	MALE
alessandro	doi:10.1038/nature21058	2020	first	d41586-020-00393-x	MALE	MALE
alessandro	doi:10.1038/s41586-018-0479-2	2018	first	d41586-018-06108-7	MALE	MALE
alessandro	doi:10.1038/nature22815	2019	last	d41586-019-00563-6	MALE	MALE
alessia	doi:10.1038/nature17948	2019	first	d41586-019-03326-5	FEMALE	FEMALE
alessia	doi:10.1038/nature17948	2020	first	d41586-020-00127-z	FEMALE	FEMALE
alessia	doi:10.1038/nature17948	2017	first	d41586-017-07436-w	FEMALE	FEMALE
alessia	doi:10.1038/nature17948	2016	first	human-embryos-grown-in-lab-for-longer-than-ever-before-1.19847	FEMALE	FEMALE
alessia	doi:10.1038/nature17948	2019	first	d41586-019-02563-y	FEMALE	FEMALE
