author	doi	year	author_pos	file_id	guessed_gender	gender
alan	doi:10.1038/d41586-020-00424-7	2020	NA	d41586-020-00424-7	MALE	MALE
alan	doi:10.1038/450800a	2007	NA	450800a	MALE	MALE
alan	doi:10.1038/477164a	2011	NA	477164a	MALE	MALE
alan	doi:10.1038/463435a	2010	NA	463435a	MALE	MALE
alan	doi:10.1038/d41586-018-07756-5	2018	NA	d41586-018-07756-5	MALE	MALE
alan	doi:10.1038/468511a	2010	NA	468511a	MALE	MALE
alan	doi:10.1038/nature21505	2017	NA	nature21505	MALE	MALE
alan	doi:10.1038/nature21495	2017	NA	nature21495	MALE	MALE
alan	doi:10.1038/504226a	2013	NA	504226a	MALE	MALE
alan	doi:10.1038/458161a	2009	NA	458161a	MALE	MALE
alan	doi:10.1038/473460a	2011	NA	473460a	MALE	MALE
alan	doi:10.1038/442756a	2006	NA	442756a	MALE	MALE
alan	doi:10.1038/447649a	2007	NA	447649a	MALE	MALE
alan	doi:10.1038/519417a	2015	NA	519417a	MALE	MALE
alan	doi:10.1038/4501169a	2007	NA	4501169a	MALE	MALE
alban	doi:10.1038/nature13500	2014	NA	nature13500	MALE	MALE
albert	doi:10.1038/445726a	2007	NA	445726a	MALE	MALE
albert	doi:10.1038/4611063a	2009	NA	4611063a	MALE	MALE
albert	doi:10.1038/nature11954	2013	NA	nature11954	MALE	MALE
albert	doi:10.1038/d41586-019-02233-z	2019	NA	d41586-019-02233-z	MALE	MALE
albert	doi:10.1038/467666a	2010	NA	467666a	MALE	MALE
albert-lászló	doi:10.1038/524038a	2015	NA	524038a	NA	NA
albert-lászló	doi:10.1038/nature11486	2012	NA	nature11486	NA	NA
alberto	doi:10.1038/450177a	2007	NA	450177a	MALE	MALE
alberto	doi:10.1038/486199a	2012	NA	486199a	MALE	MALE
alberto	doi:10.1038/435752a	2005	NA	435752a	MALE	MALE
alberto	doi:10.1038/448547a	2007	NA	448547a	MALE	MALE
alberto	doi:10.1038/545417a	2017	NA	545417a	MALE	MALE
alberto	doi:10.1038/457036b	2008	NA	457036b	MALE	MALE
alberto	doi:10.1038/462170a	2009	NA	462170a	MALE	MALE
albrecht	doi:10.1038/491677a	2012	NA	491677a	MALE	MALE
albrecht	doi:10.1038/448655a	2007	NA	448655a	MALE	MALE
aldo	doi:10.1038/d41586-018-07099-1	2018	NA	d41586-018-07099-1	MALE	MALE
alejandra	doi:10.1038/d41586-019-02504-9	2019	NA	d41586-019-02504-9	FEMALE	FEMALE
alejandro	doi:10.1038/d41586-018-05738-1	2018	NA	d41586-018-05738-1	MALE	MALE
alejandro	doi:10.1038/460039a	2009	NA	460039a	MALE	MALE
alejandro	doi:10.1038/d41586-020-01715-9	2020	NA	d41586-020-01715-9	MALE	MALE
alejandro	doi:10.1038/nature12559	2013	NA	nature12559	MALE	MALE
aleksander	doi:10.1038/nature13219	2014	NA	nature13219	MALE	MALE
alessandra	doi:10.1038/d41586-019-03139-6	2019	NA	d41586-019-03139-6	FEMALE	FEMALE
alessandro	doi:10.1038/464984a	2010	NA	464984a	MALE	MALE
alessandro	doi:10.1038/d41586-018-05444-y	2018	NA	d41586-018-05444-y	MALE	MALE
alessandro	doi:10.1038/d41586-018-03144-1	2018	NA	d41586-018-03144-1	MALE	MALE
alessandro	doi:10.1038/446273a	2007	NA	446273a	MALE	MALE
alessandro	doi:10.1038/441162a	2006	NA	441162a	MALE	MALE
alessandro	doi:10.1038/d41586-019-00647-3	2019	NA	d41586-019-00647-3	MALE	MALE
alessandro	doi:10.1038/d41586-018-05501-6	2018	NA	d41586-018-05501-6	MALE	MALE
alessia	doi:10.1038/514309a	2014	NA	514309a	FEMALE	FEMALE
alessio	doi:10.1038/d41586-020-02211-w	2020	NA	d41586-020-02211-w	MALE	MALE
aleszu	doi:10.1038/key-galapagos-research-station-in-trouble-1.16410	2014	NA	key-galapagos-research-station-in-trouble-1.16410	NA	NA
aleszu	doi:10.1038/chile-s-scientists-take-to-the-streets-over-funding-1.18800	2015	NA	chile-s-scientists-take-to-the-streets-over-funding-1.18800	NA	NA
aleszu	doi:10.1038/us-assesses-virus-of-the-caribbean-1.15710	2014	NA	us-assesses-virus-of-the-caribbean-1.15710	NA	NA
aleszu	doi:10.1038/south-american-science-big-players-1.15394	2014	NA	south-american-science-big-players-1.15394	NA	NA
alex	doi:10.1038/nature13936	2014	NA	nature13936	MALE	MALE
alex	doi:10.1038/news.2007.320.html	2007	NA	news.2007.320.html	MALE	MALE
alex	doi:10.1038/nature21894	2017	NA	nature21894	MALE	MALE
alex	doi:10.1038/450356a	2007	NA	450356a	MALE	MALE
alex	doi:10.1038/522294a	2015	NA	522294a	MALE	MALE
alex	doi:10.1038/452701a	2008	NA	452701a	MALE	MALE
alex	doi:10.1038/d41586-018-04488-4	2018	NA	d41586-018-04488-4	MALE	MALE
alex	doi:10.1038/497043a	2013	NA	497043a	MALE	MALE
alex	doi:10.1038/d41586-018-04760-7	2018	NA	d41586-018-04760-7	MALE	MALE
alex	doi:10.1038/nature15215	2015	NA	nature15215	MALE	MALE
alex	doi:10.1038/d41586-019-02263-7	2019	NA	d41586-019-02263-7	MALE	MALE
alex	doi:10.1038/d41586-018-05353-0	2018	NA	d41586-018-05353-0	MALE	MALE
alex	doi:10.1038/442522a	2006	NA	442522a	MALE	MALE
alex	doi:10.1038/d41586-018-05204-y	2018	NA	d41586-018-05204-y	MALE	MALE
alexander	doi:10.1038/491202a	2012	NA	491202a	MALE	MALE
alexander	doi:10.1038/512374a	2014	NA	512374a	MALE	MALE
alexander	doi:10.1038/497047a	2013	NA	497047a	MALE	MALE
alexander	doi:10.1038/457271a	2009	NA	457271a	MALE	MALE
alexander	doi:10.1038/475177a	2011	NA	475177a	MALE	MALE
alexander	doi:10.1038/458585a	2009	NA	458585a	MALE	MALE
alexander	doi:10.1038/d41586-020-02062-5	2020	NA	d41586-020-02062-5	MALE	MALE
alexander	doi:10.1038/461480a	2009	NA	461480a	MALE	MALE
alexander	doi:10.1038/526643a	2015	NA	526643a	MALE	MALE
alexander	doi:10.1038/526327a	2015	NA	526327a	MALE	MALE
alexander	doi:10.1038/490047a	2012	NA	490047a	MALE	MALE
alexander	doi:10.1038/d41586-019-02836-6	2019	NA	d41586-019-02836-6	MALE	MALE
alexander	doi:10.1038/500404a	2013	NA	500404a	MALE	MALE
alexander	doi:10.1038/nature12094	2013	NA	nature12094	MALE	MALE
alexander	doi:10.1038/527040a	2015	NA	527040a	MALE	MALE
alexander	doi:10.1038/458037a	2009	NA	458037a	MALE	MALE
alexander	doi:10.1038/d41586-018-02062-6	2018	NA	d41586-018-02062-6	MALE	MALE
alexander	doi:10.1038/452944a	2008	NA	452944a	MALE	MALE
alexander	doi:10.1038/467034a	2010	NA	467034a	MALE	MALE
alexander	doi:10.1038/446034b	2007	NA	446034b	MALE	MALE
alexander	doi:10.1038/d41586-018-03872-4	2018	NA	d41586-018-03872-4	MALE	MALE
alexander	doi:10.1038/d41586-019-03607-z	2019	NA	d41586-019-03607-z	MALE	MALE
alexander	doi:10.1038/494046a	2013	NA	494046a	MALE	MALE
alexander	doi:10.1038/541036a	2017	NA	541036a	MALE	MALE
alexander	doi:10.1038/nature14530	2015	NA	nature14530	MALE	MALE
alexander	doi:10.1038/522158a	2015	NA	522158a	MALE	MALE
alexander	doi:10.1038/447273a	2007	NA	447273a	MALE	MALE
alexandra	doi:10.1038/high-jumping-beetle-inspires-agile-robots-1.22981	2017	NA	high-jumping-beetle-inspires-agile-robots-1.22981	FEMALE	FEMALE
alexandra	doi:10.1038/corals-worldwide-hit-by-bleaching-1.18527	2015	NA	corals-worldwide-hit-by-bleaching-1.18527	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-020-03085-8	2020	NA	d41586-020-03085-8	FEMALE	FEMALE
alexandra	doi:10.1038/barley-fuelled-farmers-spread-onto-tibetan-plateau-1.16382	2014	NA	barley-fuelled-farmers-spread-onto-tibetan-plateau-1.16382	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-020-03421-y	2020	NA	d41586-020-03421-y	FEMALE	FEMALE
alexandra	doi:10.1038/462968a.html	2009	NA	462968a.html	FEMALE	FEMALE
alexandra	doi:10.1038/cosmic-confetti-celebrates-hubble-s-25th-birthday-1.17408	2015	NA	cosmic-confetti-celebrates-hubble-s-25th-birthday-1.17408	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-019-00276-w	2019	NA	d41586-019-00276-w	FEMALE	FEMALE
alexandra	doi:10.1038/europa-s-peek-a-boo-plumes-confirmed-1.20685	2016	NA	europa-s-peek-a-boo-plumes-confirmed-1.20685	FEMALE	FEMALE
alexandra	doi:10.1038/060703-1.html	2006	NA	060703-1.html	FEMALE	FEMALE
alexandra	doi:10.1038/video-fresh-glimpse-at-iconic-dinosaur-footprints-1.14975	2014	NA	video-fresh-glimpse-at-iconic-dinosaur-footprints-1.14975	FEMALE	FEMALE
alexandra	doi:10.1038/marine-ecologists-take-to-the-skies-to-study-coral-reefs-1.20004	2016	NA	marine-ecologists-take-to-the-skies-to-study-coral-reefs-1.20004	FEMALE	FEMALE
alexandra	doi:10.1038/rocket-on-a-rail-prepares-to-launch-satellite-1.18679	2015	NA	rocket-on-a-rail-prepares-to-launch-satellite-1.18679	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-07472-0	2018	NA	d41586-018-07472-0	FEMALE	FEMALE
alexandra	doi:10.1038/450927a.html	2007	NA	450927a.html	FEMALE	FEMALE
alexandra	doi:10.1038/strange-comet-behaviour-puzzles-researchers-1.16332	2014	NA	strange-comet-behaviour-puzzles-researchers-1.16332	FEMALE	FEMALE
alexandra	doi:10.1038/meteorites-pummel-the-moon-far-more-than-expected-1.20777	2016	NA	meteorites-pummel-the-moon-far-more-than-expected-1.20777	FEMALE	FEMALE
alexandra	doi:10.1038/voyager-outward-bound-1.13040	2013	NA	voyager-outward-bound-1.13040	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-05741-6	2018	NA	d41586-018-05741-6	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-020-00224-z	2020	NA	d41586-020-00224-z	FEMALE	FEMALE
alexandra	doi:10.1038/2016-in-news-the-science-events-that-shaped-the-year-1.21159	2016	NA	2016-in-news-the-science-events-that-shaped-the-year-1.21159	FEMALE	FEMALE
alexandra	doi:10.1038/mars-slow-to-yield-its-secrets-1.15604	2014	NA	mars-slow-to-yield-its-secrets-1.15604	FEMALE	FEMALE
alexandra	doi:10.1038/pluto-s-long-strange-history-in-pictures-1.16910	2015	NA	pluto-s-long-strange-history-in-pictures-1.16910	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-019-02787-y	2019	NA	d41586-019-02787-y	FEMALE	FEMALE
alexandra	doi:10.1038/mysteries-of-sun-s-corona-on-view-during-upcoming-eclipse-1.22434	2017	NA	mysteries-of-sun-s-corona-on-view-during-upcoming-eclipse-1.22434	FEMALE	FEMALE
alexandra	doi:10.1038/kepler-spacecraft-rakes-in-nearly-1-300-planets-1.19903	2016	NA	kepler-spacecraft-rakes-in-nearly-1-300-planets-1.19903	FEMALE	FEMALE
alexandra	doi:10.1038/pluto-bound-probe-faces-its-toughest-task-finding-pluto-1.17811	2015	NA	pluto-bound-probe-faces-its-toughest-task-finding-pluto-1.17811	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-019-00278-8	2019	NA	d41586-019-00278-8	FEMALE	FEMALE
alexandra	doi:10.1038/obama-s-budget-plan-defies-spending-cap-1.14793	2014	NA	obama-s-budget-plan-defies-spending-cap-1.14793	FEMALE	FEMALE
alexandra	doi:10.1038/070423-2.html	2007	NA	070423-2.html	FEMALE	FEMALE
alexandra	doi:10.1038/earth-s-lost-history-of-planet-altering-eruptions-revealed-1.21630	2017	NA	earth-s-lost-history-of-planet-altering-eruptions-revealed-1.21630	FEMALE	FEMALE
alexandra	doi:10.1038/nasa-sets-sights-on-the-sun-1.13224	2013	NA	nasa-sets-sights-on-the-sun-1.13224	FEMALE	FEMALE
alexandra	doi:10.1038/arctic-river-flood-plains-are-home-to-hidden-carbon-1.20679	2016	NA	arctic-river-flood-plains-are-home-to-hidden-carbon-1.20679	FEMALE	FEMALE
alexandra	doi:10.1038/in-japan-small-shakes-presage-big-quakes-1.19252	2016	NA	in-japan-small-shakes-presage-big-quakes-1.19252	FEMALE	FEMALE
alexandra	doi:10.1038/comet-lander-s-location-still-eludes-scientists-1.16576	2014	NA	comet-lander-s-location-still-eludes-scientists-1.16576	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-06885-1	2018	NA	d41586-018-06885-1	FEMALE	FEMALE
alexandra	doi:10.1038/us-astronomers-rally-to-end-sexual-harassment-1.18599	2015	NA	us-astronomers-rally-to-end-sexual-harassment-1.18599	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-020-02480-5	2020	NA	d41586-020-02480-5	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-00024-6	2018	NA	d41586-018-00024-6	FEMALE	FEMALE
alexandra	doi:10.1038/massive-ocean-observing-project-launches-despite-turmoil-1.20031	2016	NA	massive-ocean-observing-project-launches-despite-turmoil-1.20031	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-06744-z	2018	NA	d41586-018-06744-z	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-020-00794-y	2020	NA	d41586-020-00794-y	FEMALE	FEMALE
alexandra	doi:10.1038/calwater-2015-targets-atmospheric-rivers-off-california-1.16759	2015	NA	calwater-2015-targets-atmospheric-rivers-off-california-1.16759	FEMALE	FEMALE
alexandra	doi:10.1038/comet-buzzes-mars-1.16178	2014	NA	comet-buzzes-mars-1.16178	FEMALE	FEMALE
alexandra	doi:10.1038/clouds-get-high-on-climate-change-1.20230	2016	NA	clouds-get-high-on-climate-change-1.20230	FEMALE	FEMALE
alexandra	doi:10.1038/asteroid-plan-looks-rocky-1.13391	2013	NA	asteroid-plan-looks-rocky-1.13391	FEMALE	FEMALE
alexandra	doi:10.1038/how-trump-s-science-cuts-could-hurt-states-that-voted-for-him-1.21995	2017	NA	how-trump-s-science-cuts-could-hurt-states-that-voted-for-him-1.21995	FEMALE	FEMALE
alexandra	doi:10.1038/five-solar-system-sights-nasa-should-visit-1.17119	2015	NA	five-solar-system-sights-nasa-should-visit-1.17119	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-06882-4	2018	NA	d41586-018-06882-4	FEMALE	FEMALE
alexandra	doi:10.1038/old-mars-rover-finds-signs-of-ancient-water-1.14569	2014	NA	old-mars-rover-finds-signs-of-ancient-water-1.14569	FEMALE	FEMALE
alexandra	doi:10.1038/fluid-injection-causes-ground-to-creep-before-quakes-1.17727	2015	NA	fluid-injection-causes-ground-to-creep-before-quakes-1.17727	FEMALE	FEMALE
alexandra	doi:10.1038/d41586-018-01744-5	2018	NA	d41586-018-01744-5	FEMALE	FEMALE
