file_id	country	query_date	num_entries
neanderthals-ate-their-greens-1.11030	United Kingdom	2021-03-16	1
news.2010.34.html	Germany	2021-03-16	1
d41586-018-05619-7	Australia	2021-03-16	1
d41586-018-05619-7	Canada	2021-03-16	1
d41586-018-05619-7	United Kingdom	2021-03-16	1
d41586-018-05619-7	United States	2021-03-16	3
news.2009.1048.html	United States	2021-03-16	1
d41586-019-00011-5	Canada	2021-03-16	1
d41586-019-00011-5	Japan	2021-03-16	1
d41586-019-00011-5	Netherlands	2021-03-16	3
d41586-019-00011-5	United Kingdom	2021-03-16	3
d41586-019-00011-5	United States	2021-03-16	2
d41586-020-01169-z	Argentina	2021-03-16	1
d41586-020-01169-z	Australia	2021-03-16	1
d41586-020-01169-z	Austria	2021-03-16	1
d41586-020-01169-z	Belgium	2021-03-16	2
d41586-020-01169-z	Brazil	2021-03-16	1
d41586-020-01169-z	Chile	2021-03-16	1
d41586-020-01169-z	China	2021-03-16	1
d41586-020-01169-z	Denmark	2021-03-16	2
d41586-020-01169-z	France	2021-03-16	3
d41586-020-01169-z	Germany	2021-03-16	3
d41586-020-01169-z	Lithuania	2021-03-16	1
d41586-020-01169-z	Sweden	2021-03-16	1
d41586-020-01169-z	United Kingdom	2021-03-16	2
d41586-020-01169-z	United States	2021-03-16	2
d41586-020-02941-x	Austria	2021-03-16	1
d41586-020-02941-x	Canada	2021-03-16	1
d41586-020-02941-x	France	2021-03-16	3
d41586-020-02941-x	Germany	2021-03-16	2
d41586-020-02941-x	Hungary	2021-03-16	1
d41586-020-02941-x	Italy	2021-03-16	1
d41586-020-02941-x	Poland	2021-03-16	1
d41586-020-02941-x	Spain	2021-03-16	2
d41586-020-02941-x	United States	2021-03-16	3
d41586-020-02046-5	Australia	2021-03-16	1
d41586-020-02046-5	Chile	2021-03-16	1
d41586-020-02046-5	France	2021-03-16	1
d41586-020-02046-5	Germany	2021-03-16	1
d41586-020-02046-5	Italy	2021-03-16	1
d41586-020-02046-5	Netherlands	2021-03-16	1
d41586-020-02046-5	Spain	2021-03-16	1
d41586-020-02046-5	Sweden	2021-03-16	1
d41586-020-02046-5	Switzerland	2021-03-16	1
d41586-020-02046-5	United Kingdom	2021-03-16	3
d41586-020-02046-5	United States	2021-03-16	2
d41586-019-02400-2	Canada	2021-03-16	2
d41586-019-02400-2	Germany	2021-03-16	1
d41586-019-02400-2	Netherlands	2021-03-16	3
d41586-019-02400-2	South Africa	2021-03-16	1
d41586-019-02400-2	United Kingdom	2021-03-16	1
d41586-019-02400-2	United States	2021-03-16	4
d41586-020-01713-x	Australia	2021-03-16	1
d41586-020-01713-x	Canada	2021-03-16	3
d41586-020-01713-x	China	2021-03-16	1
d41586-020-01713-x	Germany	2021-03-16	2
d41586-020-01713-x	Italy	2021-03-16	1
d41586-020-01713-x	Netherlands	2021-03-16	3
d41586-020-01713-x	South Africa	2021-03-16	1
d41586-020-01713-x	Sweden	2021-03-16	1
d41586-020-01713-x	United Kingdom	2021-03-16	2
d41586-020-01713-x	United States	2021-03-16	4
d41586-018-06121-w	Germany	2021-03-16	1
d41586-018-06121-w	United States	2021-03-16	1
bright-light-accelerates-ageing-in-mice-1.20263	Austria	2021-03-16	1
bright-light-accelerates-ageing-in-mice-1.20263	United States	2021-03-16	1
466914a.html	Italy	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Canada	2021-03-16	2
journal-editors-trade-blows-over-toxicology-1.13787	Denmark	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Finland	2021-03-16	2
journal-editors-trade-blows-over-toxicology-1.13787	Germany	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Japan	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Kenya	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Netherlands	2021-03-16	2
journal-editors-trade-blows-over-toxicology-1.13787	Norway	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	South Africa	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Spain	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Sweden	2021-03-16	1
journal-editors-trade-blows-over-toxicology-1.13787	Switzerland	2021-03-16	2
journal-editors-trade-blows-over-toxicology-1.13787	United Kingdom	2021-03-16	2
journal-editors-trade-blows-over-toxicology-1.13787	United States	2021-03-16	2
d41586-019-00441-1	United States	2021-03-16	1
reproducibility-crisis-blame-it-on-the-antibodies-1.17586	Canada	2021-03-16	1
reproducibility-crisis-blame-it-on-the-antibodies-1.17586	Germany	2021-03-16	1
reproducibility-crisis-blame-it-on-the-antibodies-1.17586	Japan	2021-03-16	1
reproducibility-crisis-blame-it-on-the-antibodies-1.17586	Netherlands	2021-03-16	1
reproducibility-crisis-blame-it-on-the-antibodies-1.17586	United Kingdom	2021-03-16	1
reproducibility-crisis-blame-it-on-the-antibodies-1.17586	United States	2021-03-16	1
d41586-020-02713-7	Germany	2021-03-16	1
d41586-020-02713-7	Japan	2021-03-16	1
d41586-020-02713-7	United States	2021-03-16	3
ayahuasca-psychedelic-tested-for-depression-1.17252		2021-03-16	1
testing-magnesium-s-brain-boosting-effects-1.11665	Germany	2021-03-16	1
testing-magnesium-s-brain-boosting-effects-1.11665	United States	2021-03-16	1
news.2009.574.html	United Kingdom	2021-03-16	1
leaping-lizards-jurassic-park-got-it-right-1.9736	Netherlands	2021-03-16	1
leaping-lizards-jurassic-park-got-it-right-1.9736	United States	2021-03-16	1
d41586-020-02586-w	United Kingdom	2021-03-16	1
d41586-020-02586-w	United States	2021-03-16	1
invasive-species-control-bounty-hunters-1.15916	United States	2021-03-16	1
d41586-018-07270-8	Australia	2021-03-16	4
d41586-018-07270-8	Japan	2021-03-16	1
d41586-018-07270-8	United Kingdom	2021-03-16	2
d41586-018-07270-8	United States	2021-03-16	2
d41586-018-01815-7	Spain	2021-03-16	1
how-the-genomics-revolution-could-finally-help-africa-1.21767	Sweden	2021-03-16	1
how-the-genomics-revolution-could-finally-help-africa-1.21767	Zimbabwe	2021-03-16	1
use-of-personalized-cancer-drugs-runs-ahead-of-the-science-1.18389	Switzerland	2021-03-16	1
hawaii-seeks-to-ban-reef-unfriendly-sunscreen-1.21332	Israel	2021-03-16	1
hawaii-seeks-to-ban-reef-unfriendly-sunscreen-1.21332	United States	2021-03-16	1
d41586-018-06038-4	Australia	2021-03-16	1
d41586-018-06038-4	Israel	2021-03-16	1
d41586-018-06038-4	United Kingdom	2021-03-16	1
d41586-018-06038-4	United States	2021-03-16	1
d41586-019-00580-5	Denmark	2021-03-16	1
d41586-019-00580-5	Finland	2021-03-16	1
d41586-019-00580-5	Germany	2021-03-16	2
d41586-019-00580-5	Switzerland	2021-03-16	2
d41586-019-00580-5	United Kingdom	2021-03-16	2
d41586-019-00580-5	United States	2021-03-16	1
462843a.html	Australia	2021-03-16	1
462843a.html	Belgium	2021-03-16	1
462843a.html	Brazil	2021-03-16	1
462843a.html	Canada	2021-03-16	1
462843a.html	China	2021-03-16	1
462843a.html	France	2021-03-16	1
462843a.html	Germany	2021-03-16	1
462843a.html	Iceland	2021-03-16	1
462843a.html	Ireland	2021-03-16	1
462843a.html	Israel	2021-03-16	1
462843a.html	Italy	2021-03-16	2
462843a.html	Japan	2021-03-16	1
462843a.html	Netherlands	2021-03-16	2
462843a.html	Sweden	2021-03-16	3
462843a.html	Switzerland	2021-03-16	1
462843a.html	Taiwan	2021-03-16	1
462843a.html	United Kingdom	2021-03-16	7
462843a.html	United States	2021-03-16	8
460171a.html	Australia	2021-03-16	1
460171a.html	Germany	2021-03-16	1
460171a.html	Italy	2021-03-16	1
460171a.html	Japan	2021-03-16	3
460171a.html	Singapore	2021-03-16	1
460171a.html	United Kingdom	2021-03-16	1
460171a.html	United States	2021-03-16	1
beijing-smog-contains-witches-brew-of-microbes-1.14640	Italy	2021-03-16	1
d41586-017-07579-w	Australia	2021-03-16	1
d41586-017-07579-w	Netherlands	2021-03-16	1
d41586-017-07579-w	New Zealand	2021-03-16	3
d41586-017-07579-w	South Africa	2021-03-16	2
d41586-017-07579-w	United Kingdom	2021-03-16	1
d41586-017-07579-w	United States	2021-03-16	2
d41586-019-00842-2	Australia	2021-03-16	1
d41586-019-00842-2	Austria	2021-03-16	1
d41586-019-00842-2	China	2021-03-16	1
d41586-019-00842-2	France	2021-03-16	2
d41586-019-00842-2	Germany	2021-03-16	3
d41586-019-00842-2	Netherlands	2021-03-16	1
d41586-019-00842-2	Norway	2021-03-16	2
d41586-019-00842-2	South Africa	2021-03-16	1
d41586-019-00842-2	Switzerland	2021-03-16	1
d41586-019-00842-2	United Kingdom	2021-03-16	2
d41586-019-00842-2	United States	2021-03-16	4
d41586-020-01916-2	Austria	2021-03-16	1
d41586-020-01916-2	Germany	2021-03-16	1
d41586-020-01916-2	United States	2021-03-16	2
d41586-020-00637-w	Australia	2021-03-16	1
d41586-020-00637-w	Belgium	2021-03-16	1
d41586-020-00637-w	Canada	2021-03-16	1
d41586-020-00637-w	Germany	2021-03-16	1
d41586-020-00637-w	Poland	2021-03-16	1
d41586-020-00637-w	Taiwan	2021-03-16	1
d41586-020-00637-w	United States	2021-03-16	4
d41586-019-00643-7	Sweden	2021-03-16	1
d41586-019-00643-7	United States	2021-03-16	2
d41586-018-04747-4	United States	2021-03-16	3
news.2010.9.html	Kenya	2021-03-16	1
news.2010.9.html	United States	2021-03-16	1
d41586-018-01278-w	Botswana	2021-03-16	1
d41586-018-01278-w	Kenya	2021-03-16	1
d41586-018-01278-w	South Africa	2021-03-16	1
d41586-018-01278-w	United Kingdom	2021-03-16	2
d41586-018-01278-w	United States	2021-03-16	2
news.2008.1146.html	Mexico	2021-03-16	1
news.2008.1146.html	Spain	2021-03-16	1
news.2008.1188.html	Japan	2021-03-16	1
458959a.html	United Kingdom	2021-03-16	1
458959a.html	United States	2021-03-16	1
flies-that-fight-off-parasites-produce-offspring-with-greater-genetic-mix-1.18182	United Kingdom	2021-03-16	1
fish-fail-to-see-reflections-as-rivals-1.16099	Switzerland	2021-03-16	1
fish-fail-to-see-reflections-as-rivals-1.16099	United States	2021-03-16	1
spider-mating-plugs-become-better-with-age-1.15407	Germany	2021-03-16	1
d41586-018-04600-8	China	2021-03-16	1
d41586-018-04600-8	United States	2021-03-16	1
d41586-018-00664-8	Finland	2021-03-16	1
d41586-018-00664-8	Spain	2021-03-16	2
