query	address.country_code	un_region	un_subregion	hand_edited	Freq	query_date	place_id	osm_type	display_name	class	type	importance	address.country	reviewed
bologna astronomical observatory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bonanza creek long term ecological research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
borlaug global rust initiative	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
borneo futures	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
borneo nature foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
borneo orangutan survival foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bosch research and technology center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
boston biopharma	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
boston chemical data corp	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
boston company life biosciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
boston health care for the homeless program	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bowie medal	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian agricultural research corporation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian development bank	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian federal agency	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian institute of museums	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian renewable energy company	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian science academy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian social democracy party	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian society of genetics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian society of zoology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brazilian synchrotron light laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
breakthrough prize foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
breakthrough starshot	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
breast cancer laboratory	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british association for psychopharmacology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british atmospheric data centre	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british columbia centre for aquatic health sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british columbia society for the prevention of cruelty to animals	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british ecological society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british go association	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british journal of psychiatry	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british medical association	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british navy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british science association media	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
british science association media fellow	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brooklyn criminal court	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brotman baty institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brotman baty institute for precision medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
brown university school of public health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bruno kessler foundation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bryan cave llp	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
buck institute for age research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bureau of investigative journalism	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bureau of ocean energy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bureau of ocean energy management	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
burke medical research institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
burnham institute for medical research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
business council for sustainable energy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
bvdv	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
caddo nation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cadi ayyad university	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
caixin	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california blueprint for research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california climate science and solutions institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california cooperative oceanic fisheries investigations	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california department of corrections and rehabilitation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california department of pesticide regulation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california digital library	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california geological survey	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california health care facility	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california initiative for advancing precision medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california institute for biomedical research (calibr	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california institute for regenerative medicine in oakland	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california life sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california national primate research center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
california strategic growth council	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
calnex	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
calorimetric electron telescope	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
caltech msw	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
camagüey meteorological center	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cambodia vulture conservation project	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cambridge analytica	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cambridge antibody technology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cambridge healthtech institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cambridge institute for medical research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cambridge university hospitals nhs foundation trust	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
campaign against torture	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
campaign for access to essential medicines	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
campaign for social science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canada excellence research chairs	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canada first research excellence fund	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canada research chair	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canada research chair in interfacial phenomena	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canada research chairs	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian association of postdoctoral scholars	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian astronomical society	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian carbon program	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian centre for alternatives to animal methods	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian centre for climate modelling and analysis	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian council of research integrity	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian council on animal care	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian environmental assessment agency	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian institute for advanced research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian institute for theoretical astrophysics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian institute for theoretical astrophysics in toronto	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canadian journal of zoology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
canberra deep space communication complex	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cancer genome atlas	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cancer research uk cambridge institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cancer voices australia	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cape wind associates	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
care quality commission	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carelife medical	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
caribou biosciences of berkeley	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carlos iii health institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carlos iii institute of health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carnegie climate geoengineering governance initiative	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carnegie institution for science in stanford university	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carnegie institution for science's department of global ecology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carnegie institution for science's department of global ecology in stanford	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carnegie institution in stanford	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
carnegie mellon's robotics institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cas institute of genetics and developmental biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cas research centre for eco-environmental sciences	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cas) institute of genetics and developmental biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cas) institute of zoology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
casa sollievo della sofferenza research hospital	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
catalan institute of palaeontology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
catalina sky survey	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
catholic climate covenant	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
catholic university of brasilia	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
catholic university of dom bosco	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cavu biotherapies	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cayman trough	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cb insights	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cbc news	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cbrain	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cdiac	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cdm watch	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cdmsii	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cdsco	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cdu/spd coalition	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
ceew	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
celator pharmaceuticals of ewing	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cell biology of infectious pathogens	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cell signaling technology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cell therapy group	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
celldex	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
celldex therapeutics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
cellular dynamics international	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
census of marine life	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for a new american security	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for amazonian science and innovation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for amazonian scientific innovation at wake forest	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for american progress	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for astrophysics and space science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for axion	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for biodefense	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for biomedical informatics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for biosecurity of upmc	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for cancer genomics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for carbon removal	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for chemical toxicology research and pharmacokinetics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for climate and security	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for climate change and energy solutions	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for climate change impacts	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for clinical precision medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for conservation biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for desert agriculture	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for development of advanced medicine for dementia in obu	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for developmental biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for devices and radiological health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for disease control's division of tuberculosis elimination	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for disease dynamics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for disease dynamics, economics & policy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for drug development science	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for economic and social research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for ethics in health care	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for genetic engineering and biotechnology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for global health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for global health science and security	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for global tobacco control	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for health equity	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for health security	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for high impact philanthropy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for human reproduction	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for infection and immunity at columbia university	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for infectious disease research and policy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for intelligent systems	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for international climate and energy policy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for international earth science information network	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for international environmental law	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for life science technologies	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for macroecology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for marine biodiversity and conservation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for marine research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for mass spectrometry	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for medical education and clinical research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for medical progress	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for mexican american studies	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for negative emissions	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for neuroregeneration research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for prevention of preterm birth	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for public integrity	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for responsible research and innovation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for responsive politics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for science and environment	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for science communication	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for science diplomacy	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for science in the public interest	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for shark research	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for stem cell biology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for systems science and engineering	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for technology innovation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for the management of medical technology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for underground physics	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for vaccine development and global health	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for vulnerable populations	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
center for worklife law	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central caribbean marine institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central committee of sudan doctors	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central comprehensively deepening reforms commission	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central design bureau for machine building	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central drug research institute	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central drugs standard control organisation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central european institute of technology	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central european standard time	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central pacific fisheries commission	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
central zagros archaeological project	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for agricultural research basile caramia	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for agriculture and bioscience international	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for antimicrobial resistance	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for arctic gas hydrate	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for climate modelling and analysis	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for climate risk and opportunity management	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for climate services	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for earth observation and digital earth	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for evidence-based medicine	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for eye research australia	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for genetics and society in berkeley	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
centre for genomic regulation	NONE	NA	NA	FALSE	1	2021-02-03	NA	NA	NA	NA	NA	NA	NA	FALSE
