query	query_date	place_id	osm_type	display_name	class	type	importance	address.country	address.country_code	un_region	un_subregion
department of marine sciences	2021-02-03	99862102	way	Department of Earth and Marine Sciences, Linnaeus Way, Acton, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia	building	university	0.401	Australia	au	Oceania	Australia and New Zealand
antarctic division	2021-02-03	101676576	way	Australian Antarctic Division, Kingston, Hobart, Kingborough, Tasmania, Australia	landuse	commercial	0.4	Australia	au	Oceania	Australia and New Zealand
leviathan	2021-02-03	303895	node	Leviathan, Inverell Shire Council, New South Wales, Australia	place	locality	0.225	Australia	au	Oceania	Australia and New Zealand
tru group	2021-02-03	83205259	node	Tru-fit Denture Group, 84, Grange Road, Alphington, City of Darebin, Victoria, 3078, Australia	shop	medical_supply	0.201	Australia	au	Oceania	Australia and New Zealand
charles sturt university	2021-02-03	258986170	relation	Charles Sturt University, Wagga Wagga City Council, New South Wales, 2678, Australia	boundary	administrative	0.55	Australia	au	Oceania	Australia and New Zealand
nsw	2021-02-03	258358609	relation	New South Wales, Australia	boundary	administrative	0.700850708194693	Australia	au	Oceania	Australia and New Zealand
rmit university	2021-02-03	134618167	way	RMIT University, Hamilton - Chatsworth Road, Tarrington, Hamilton, Shire of Southern Grampians, Victoria, 3300, Australia	amenity	university	0.201	Australia	au	Oceania	Australia and New Zealand
department of immigration and citizenship	2021-02-03	157090843	way	Department of Immigration and Citizenship, 76, Thomas Street, Dandenong, City of Greater Dandenong, Victoria, 3175, Australia	building	office	0.501	Australia	au	Oceania	Australia and New Zealand
molonglo observatory synthesis telescope	2021-02-03	178337614	way	Molonglo Observatory Synthesis Telescope, Hoskinstown Road, Hoskinstown, Bungendore, Queanbeyan-Palerang Regional Council, New South Wales, 2621, Australia	man_made	antenna	0.401	Australia	au	Oceania	Australia and New Zealand
nature research	2021-02-03	158110702	way	Pauline Toner Butterfly Nature Conservation Reserve, Woodridge, Eltham, Shire of Nillumbik, Victoria, 3095, Australia	natural	wood	0.3	Australia	au	Oceania	Australia and New Zealand
thomson innovation	2021-02-03	10691481	node	Thomson, Rathdowne Street, Melbourne Innovation District, Carlton, City of Melbourne, Victoria, 3053, Australia	shop	estate_agent	0.201	Australia	au	Oceania	Australia and New Zealand
australia	2021-02-03	257740098	relation	Australia	boundary	administrative	0.952135063915111	Australia	au	Oceania	Australia and New Zealand
university of south australia	2021-02-03	44559024	node	University of South Australia, Wireless Road West, Suttontown, Mount Gambier, City of Mount Gambier, South Australia, 5290, Australia	building	university	0.401	Australia	au	Oceania	Australia and New Zealand
australia institute	2021-02-03	47173025	node	Fitness Institute Australia, Elizabeth Street, Melbourne Innovation District, Melbourne, City of Melbourne, Victoria, 3000, Australia	office	company	0.201	Australia	au	Oceania	Australia and New Zealand
fisheries	2021-02-03	50756594	node	The Fisheries, Coles Bay, Glamorgan-Spring Bay, Tasmania, 7251, Australia	place	neighbourhood	0.35	Australia	au	Oceania	Australia and New Zealand
university of queensland	2021-02-03	258259141	relation	The University of Queensland, Gladstone Road, St Lucia, Brisbane City, Queensland, 4072, Australia	amenity	university	0.821330978816988	Australia	au	Oceania	Australia and New Zealand
universities australia	2021-02-03	138620341	way	Australian Universities Centre, Geils Court, Deakin, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia	building	yes	0.201	Australia	au	Oceania	Australia and New Zealand
school of information science and technology	2021-02-03	114559341	way	Information Science & Technology, Second floor access bridge between Earth Sciences and IST, Bedford Park, Adelaide, City of Mitcham, South Australia, 5042, Australia	building	yes	0.501	Australia	au	Oceania	Australia and New Zealand
jewish general hospital	2021-02-03	223245688	way	Zee Germans, Cessnock, Cessnock City Council, New South Wales, Australia	highway	path	0.075	Australia	au	Oceania	Australia and New Zealand
science exchange	2021-02-03	144377931	way	The Science Exchange, 55, Exchange Place, Adelaide, Adelaide City Council, South Australia, 5000, Australia	building	yes	0.201	Australia	au	Oceania	Australia and New Zealand
centre for medical research and innovation	2021-02-03	151744793	way	Centre for Medical Research, Royal Parade, Melbourne Innovation District, Parkville, Melbourne, City of Melbourne, Victoria, 3000, Australia	building	yes	0.501	Australia	au	Oceania	Australia and New Zealand
murchison widefield array	2021-02-03	215884568	way	Murchison Widefield Array, Beringarra-Pindar Road, South Murchison, Shire Of Murchison, Western Australia, Australia	man_made	telescope	0.301	Australia	au	Oceania	Australia and New Zealand
sea council	2021-02-03	48813444	node	Sea Life Center, Pier 26, Darling Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia	tourism	attraction	0.572421960066799	Australia	au	Oceania	Australia and New Zealand
axl	2021-02-03	195087476	way	Alexandria Homestead Airport, Ranken Road, Connells Lagoon, Nicholson, Barkly Region, Northern Territory, Australia	aeroway	aerodrome	0.001	Australia	au	Oceania	Australia and New Zealand
australia telescope compact array	2021-02-03	6458901	node	CSIRO Australia Telescope Compact Array, Heliograph Track, Narrabri, Narrabri Shire Council, New South Wales, 2390, Australia	tourism	attraction	0.401	Australia	au	Oceania	Australia and New Zealand
national space workshop	2021-02-03	209490340	way	Space, Turner, North Canberra, District of Canberra Central, Australian Capital Territory, 2612, Australia	landuse	residential	0.3	Australia	au	Oceania	Australia and New Zealand
marine conservation group	2021-02-03	164392010	way	Great Barrier Reef Coast Marine Park - Herbet Creek, The Percy Group, Isaac Regional, Queensland, Australia	landuse	conservation	0.4	Australia	au	Oceania	Australia and New Zealand
cjd	2021-02-03	78556896	node	CJD, 210, Northbourne Road, Campbellfield, City of Hume, Victoria, 3062, Australia	building	yes	0.101	Australia	au	Oceania	Australia and New Zealand
science & technology australia	2021-02-03	99632951	way	Science 1 (N25), Technology Lane, Nathan, Brisbane City, Queensland, 4111, Australia	building	university	0.301	Australia	au	Oceania	Australia and New Zealand
arctic council	2021-02-03	158850149	way	Arctic Way, Kellyville Ridge, Sydney, Blacktown City Council, New South Wales, 2769, Australia	highway	residential	0.3	Australia	au	Oceania	Australia and New Zealand
australia national university	2021-02-03	43175627	node	Janefield Drive LPO, Janefield Drive, University Hill Precinct, Bundoora, Mill Park, City of Whittlesea, Victoria, 3082, Australia	amenity	post_office	0.201	Australia	au	Oceania	Australia and New Zealand
bond university	2021-02-03	2922698	node	Bond University, University Drive, Robina, Gold Coast City, Queensland, 4227, Australia	highway	bus_stop	0.201	Australia	au	Oceania	Australia and New Zealand
uc	2021-02-03	257740098	relation	Australia	boundary	administrative	0.852135063915112	Australia	au	Oceania	Australia and New Zealand
unsw	2021-02-03	102614348	way	University of New South Wales, Houston Road, UNSW, Kensington, Sydney, Randwick City Council, New South Wales, 2033, Australia	amenity	university	0.61490411729019	Australia	au	Oceania	Australia and New Zealand
queensland university of technology	2021-02-03	94497763	way	Queensland University of Technology, Kelvin Grove Road, Kelvin Grove, Brisbane City, Queensland, 4059, Australia	amenity	university	0.401	Australia	au	Oceania	Australia and New Zealand
university of newcastle	2021-02-03	127867749	way	University of Newcastle, Callaghan Campus, University Drive, Callaghan, Newcastle, Newcastle City Council, New South Wales, 2308, Australia	amenity	university	0.301	Australia	au	Oceania	Australia and New Zealand
australian national university	2021-02-03	158291441	way	Australian National University, Lawson Crescent, Acton, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia	amenity	university	0.846355606540819	Australia	au	Oceania	Australia and New Zealand
garvan institute of medical research	2021-02-03	212333308	way	Garvan Institute of Medical Research, Chaplin Street, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia	building	yes	0.791360254031496	Australia	au	Oceania	Australia and New Zealand
university of sydney	2021-02-03	258428008	relation	The University of Sydney, Sparkes Street, Camperdown, Sydney, Council of the City of Sydney, New South Wales, 2006, Australia	amenity	university	0.859671553892341	Australia	au	Oceania	Australia and New Zealand
australian bureau of meteorology	2021-02-03	96874627	way	The Australian Bureau of Meteorology Building, 700, Collins Street, Batman's Hill, Docklands, South Wharf, City of Melbourne, Victoria, 3008, Australia	building	yes	0.401	Australia	au	Oceania	Australia and New Zealand
inquisition	2021-02-03	38185509	node	Inquisition Hill, Shoalhaven City Council, New South Wales, Australia	natural	peak	0.4	Australia	au	Oceania	Australia and New Zealand
γ-ray observatory	2021-02-03	181119800	way	University of Tasmania Cosmic Ray Observatory, Pinnacle Feeder Track, City of Hobart, Tasmania, Australia	man_made	observatory	0.201	Australia	au	Oceania	Australia and New Zealand
murdoch childrens research institute	2021-02-03	82024678	node	Murdoch Children's Research Institute, Flemington Road, Parkville, North Melbourne, City of Melbourne, Victoria, 3052, Australia	amenity	research_institute	0.301	Australia	au	Oceania	Australia and New Zealand
cfs	2021-02-03	114833255	way	Coffs Harbour Regional Airport, Hogbin Drive, Coffs Harbour, Coffs Harbour City Council, New South Wales, 2450, Australia	aeroway	aerodrome	0.350918373098637	Australia	au	Oceania	Australia and New Zealand
australian institute for bioengineering	2021-02-03	95576953	way	Australian Institute for Bioengineering and Nanotechnology, Old Cooper Road, St Lucia, Brisbane City, Queensland, 4072, Australia	building	university	0.401	Australia	au	Oceania	Australia and New Zealand
university of tasmania	2021-02-03	95796124	way	University of Tasmania, Alexander Street, Sandy Bay, Hobart, City of Hobart, Tasmania, 7005, Australia	amenity	university	0.758734778928549	Australia	au	Oceania	Australia and New Zealand
the jewish state	2021-02-03	223245688	way	Zee Germans, Cessnock, Cessnock City Council, New South Wales, Australia	highway	path	0.075	Australia	au	Oceania	Australia and New Zealand
aurora australis	2021-02-03	207551621	way	Aurora, Kembla Street, Wollongong, Wollongong City Council, New South Wales, 2500, Australia	building	yes	0.101	Australia	au	Oceania	Australia and New Zealand
southern cross university in lismore	2021-02-03	162934407	way	Southern Cross University, Highfield Terrace, Goonellabah, Lismore City Council, New South Wales, 2480, Australia	amenity	university	0.401	Australia	au	Oceania	Australia and New Zealand
red cross	2021-02-03	200522594	way	Australian Red Cross Blood Bank, 100-154, Batman Street, West Melbourne, Melbourne, City of Melbourne, Victoria, 3003, Australia	office	ngo	0.577343921991154	Australia	au	Oceania	Australia and New Zealand
charles darwin university	2021-02-03	126921964	way	Charles Darwin University, Ellengowen Drive, Brinkin, Darwin, City of Darwin, Northern Territory, 0800, Australia	amenity	university	0.690444593674683	Australia	au	Oceania	Australia and New Zealand
james cook university	2021-02-03	162709786	way	James Cook University, 1, James Cook Drive, Douglas, Townsville, Townsville City, Queensland, 4811, Australia	amenity	university	0.72561814389347	Australia	au	Oceania	Australia and New Zealand
advisory council	2021-02-03	82359808	node	Weekes Accounting & Advisory, 211, George Street, Bathurst, Bathurst Regional Council, New South Wales, 2795, Australia	office	accountant	0.201	Australia	au	Oceania	Australia and New Zealand
global alliance	2021-02-03	146534335	way	OneSchool Global (Perth Campus), Alliance Loop, Willetton, City Of Canning, Western Australia, 6155, Australia	amenity	school	0.201	Australia	au	Oceania	Australia and New Zealand
charles sturt university in wagga wagga	2021-02-03	258986170	relation	Charles Sturt University, Wagga Wagga City Council, New South Wales, 2678, Australia	boundary	administrative	0.75	Australia	au	Oceania	Australia and New Zealand
professionals association	2021-02-03	60049003	node	Victorian Allied Health Professionals Association, William Street, West Melbourne, Melbourne, City of Melbourne, Victoria, 3000, Australia	office	ngo	0.201	Australia	au	Oceania	Australia and New Zealand
monash university	2021-02-03	95076092	way	Monash University, Mile Lane, Parkville, City of Melbourne, Victoria, 3052, Australia	amenity	university	0.449182950422608	Australia	au	Oceania	Australia and New Zealand
commonwealth scientific and industrial research organisation	2021-02-03	208662403	way	Commonwealth Scientific and Industrial Research Organisation (Floreat Site), 147, Underwood Avenue, Floreat, Town Of Cambridge, City of Nedlands, Western Australia, 6014, Australia	amenity	research_institute	1.06308792913159	Australia	au	Oceania	Australia and New Zealand
maurice blackburn	2021-02-03	75072947	node	Maurice Blackburn, Rostella Way, Melbourne, City of Melbourne, Victoria, 3000, Australia	office	lawyer	0.201	Australia	au	Oceania	Australia and New Zealand
sea grant	2021-02-03	38783636	node	Sea Coast Hill, The District Council of Grant, South Australia, Australia	natural	peak	0.5	Australia	au	Oceania	Australia and New Zealand
abc	2021-02-03	154556170	way	Australian Broadcasting Corporation, 114, Grey Street, South Bank, South Brisbane, Brisbane City, Queensland, 4101, Australia	building	yes	0.589492484386201	Australia	au	Oceania	Australia and New Zealand
bureau of meteorology	2021-02-03	147830484	way	Bureau Of Meteorology, Kent Town, Adelaide, The City of Norwood Payneham and St Peters, South Australia, 5067, Australia	landuse	industrial	0.5	Australia	au	Oceania	Australia and New Zealand
nsw forestry corporation	2021-02-03	196058557	way	Banksia Picnic Area, Strickland Falls Trail, Somersby, Gosford, Central Coast Council, New South Wales, 2250, Australia	tourism	picnic_site	0.001	Australia	au	Oceania	Australia and New Zealand
murdoch university	2021-02-03	84018837	way	Murdoch University, Banksia Terrace, Murdoch, City Of Melville, Western Australia, 6150, Australia	amenity	university	0.620333972314475	Australia	au	Oceania	Australia and New Zealand
us public health service	2021-02-03	99223949	way	400 Public Health, 400, Jackson Avenue, Bentley, Town of Victoria Park, Western Australia, 6102, Australia	building	university	0.301	Australia	au	Oceania	Australia and New Zealand
murdoch children's research institute	2021-02-03	82024678	node	Murdoch Children's Research Institute, Flemington Road, Parkville, North Melbourne, City of Melbourne, Victoria, 3052, Australia	amenity	research_institute	0.501	Australia	au	Oceania	Australia and New Zealand
australian capital territory	2021-02-03	258363989	relation	Australian Capital Territory, Australia	boundary	administrative	0.860942226859498	Australia	au	Oceania	Australia and New Zealand
parliament house	2021-02-03	21288197	node	Parliament House, Parliament Drive, Capital Hill, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia	tourism	attraction	0.620468394176642	Australia	au	Oceania	Australia and New Zealand
isa	2021-02-03	872993	node	Mount Isa Airport, Barkly Highway, Kalkadoon, Mount Isa, Mount Isa City, Queensland, 4825, Australia	aeroway	aerodrome	0.496970989529109	Australia	au	Oceania	Australia and New Zealand
university of southern queensland	2021-02-03	102275969	way	University of Southern Queensland, West Street, Kearneys Spring, Toowoomba, Toowoomba Regional, Queensland, 4350, Australia	amenity	university	0.401	Australia	au	Oceania	Australia and New Zealand
grattan institute	2021-02-03	101841158	way	Grattan Institute, Russell Park Lane, Melbourne Innovation District, Carlton, City of Melbourne, Victoria, 3053, Australia	building	yes	0.201	Australia	au	Oceania	Australia and New Zealand
university of western australia	2021-02-03	259557956	relation	University of Western Australia, 35, Stirling Highway, Claremont, Town of Claremont, Western Australia, 6009, Australia	amenity	university	0.889177431740209	Australia	au	Oceania	Australia and New Zealand
open research	2021-02-03	301252280	node	Research, Shire of Nillumbik, Victoria, 3095, Australia	place	town	0.4	Australia	au	Oceania	Australia and New Zealand
australian antarctic division	2021-02-03	101676576	way	Australian Antarctic Division, Kingston, Hobart, Kingborough, Tasmania, Australia	landuse	commercial	0.5	Australia	au	Oceania	Australia and New Zealand
university of new south wales sydney	2021-02-03	102614348	way	University of New South Wales, Houston Road, UNSW, Kensington, Sydney, Randwick City Council, New South Wales, 2033, Australia	amenity	university	1.11490411729019	Australia	au	Oceania	Australia and New Zealand
forensic institute	2021-02-03	162032267	way	Victorian Institute of Forensic Medicine, 65, Kavanagh Street, Southbank, City of Melbourne, Victoria, 3006, Australia	office	research	0.201	Australia	au	Oceania	Australia and New Zealand
federal circuit	2021-02-03	118947152	way	German Embassy, 119, Empire Circuit, Yarralumla, Canberra, District of Canberra Central, Australian Capital Territory, 2600, Australia	office	diplomatic	0.36851441835616	Australia	au	Oceania	Australia and New Zealand
national research alliance	2021-02-03	88815095	way	Accident Research Centre, 21, Alliance Lane, Clayton, City of Monash, Victoria, 3800, Australia	building	yes	0.201	Australia	au	Oceania	Australia and New Zealand
cns	2021-02-03	193921262	way	Cairns Airport, Airport Avenue, Aeroglen, Cairns, Cairns Regional, Queensland, 4870, Australia	aeroway	aerodrome	0.436307119840041	Australia	au	Oceania	Australia and New Zealand
colless	2021-02-03	229106860	way	Colless Warrambool, Wingadee, Coonamble Shire Council, New South Wales, 2829, Australia	waterway	stream	0.3	Australia	au	Oceania	Australia and New Zealand
csl	2021-02-03	97475392	way	CSL, Parkville, City of Melbourne, Victoria, 3052, Australia	landuse	industrial	0.3	Australia	au	Oceania	Australia and New Zealand
occator	2021-02-03	200702038	way	Occator Way, Falcon, Mandurah, City Of Mandurah, Western Australia, Australia	highway	residential	0.2	Australia	au	Oceania	Australia and New Zealand
fairley house	2021-02-03	259508544	relation	Fairley, Shire of Gannawarra, Victoria, Australia	boundary	administrative	0.35	Australia	au	Oceania	Australia and New Zealand
centre for medical research & innovation	2021-02-03	151744793	way	Centre for Medical Research, Royal Parade, Melbourne Innovation District, Parkville, Melbourne, City of Melbourne, Victoria, 3000, Australia	building	yes	0.501	Australia	au	Oceania	Australia and New Zealand
university of new south wales	2021-02-03	102614348	way	University of New South Wales, Houston Road, UNSW, Kensington, Sydney, Randwick City Council, New South Wales, 2033, Australia	amenity	university	1.01490411729019	Australia	au	Oceania	Australia and New Zealand
aqc	2021-02-03	116982466	way	AQC carpark, Oban Road, Mount Isa, Mount Isa City, Queensland, 4825, Australia	amenity	parking	0.101	Australia	au	Oceania	Australia and New Zealand
brain research	2021-02-03	103375921	way	Queensland Brain Institute, Research Road, St Lucia, Brisbane City, Queensland, 4072, Australia	building	university	0.201	Australia	au	Oceania	Australia and New Zealand
university of adelaide	2021-02-03	113745459	way	University of Adelaide, North Terrace, Adelaide, Adelaide City Council, South Australia, 5005, Australia	amenity	university	0.79940049921715	Australia	au	Oceania	Australia and New Zealand
tepco	2021-02-03	258860992	relation	Tepco Station, Pastoral Unincorporated Area, South Australia, 5440, Australia	boundary	administrative	0.35	Australia	au	Oceania	Australia and New Zealand
